company,job_id,job_title,department,location,url,post_date,scrape_date
Airbnb,7134350,"Staff, Advanced Analytics, Community Support AI Assistant",Engineering,United States ,https://careers.airbnb.com/positions/7134350?gh_jid=7134350,2025-08-12T17:41:37-04:00,22-08-2025
Airbnb,6864701,"Staff, Advanced Analytics, Growth Marketing",Marketing,United States,https://careers.airbnb.com/positions/6864701?gh_jid=6864701,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6937646,"Staff, Advanced Analytics New Business",Data & Analytics,United States,https://careers.airbnb.com/positions/6937646?gh_jid=6937646,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7116761,Staff Analytics Engineer - Users & Contextualization Data & AI,Engineering,United States,https://careers.airbnb.com/positions/7116761?gh_jid=7116761,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6571055,"Staff Android Engineer, Reservation Management",Engineering,United States,https://careers.airbnb.com/positions/6571055?gh_jid=6571055,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7011257,"Staff Automation Engineer, Quality Engineering",Engineering,"San Francisco, CA",https://careers.airbnb.com/positions/7011257?gh_jid=7011257,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6964572,"Staff Backend Engineer, Quality and Merchandising",Engineering,United States ,https://careers.airbnb.com/positions/6964572?gh_jid=6964572,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7012829,Staff Data Engineer - Data AI-Listings & Structured Data ,Engineering,United States,https://careers.airbnb.com/positions/7012829?gh_jid=7012829,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7183500,"Staff Data Platform Engineer, Community Support Platform",Engineering,REMOTE - US,https://careers.airbnb.com/positions/7183500?gh_jid=7183500,2025-08-21T14:07:10-04:00,22-08-2025
Airbnb,6619604,"Staff Data Scientist, Algorithms, Operations Research/Customer Support",Engineering,United States,https://careers.airbnb.com/positions/6619604?gh_jid=6619604,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6794052,Staff Data Scientist- Notification & Engagement Strategy ,Data & Analytics,Remote,https://careers.airbnb.com/positions/6794052?gh_jid=6794052,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6717690,Staff Experience Designer,Design,United States,https://careers.airbnb.com/positions/6717690?gh_jid=6717690,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6571043,"Staff Frontend Engineer, Guest & Host",Engineering,United States,https://careers.airbnb.com/positions/6571043?gh_jid=6571043,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,5011395,"Staff Fullstack Engineer, Reservation Management",Engineering,United States,https://careers.airbnb.com/positions/5011395?gh_jid=5011395,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6456303,"Staff Fullstack Software Engineer, Guest Displays & Platforms",Engineering,"Remote, USA",https://careers.airbnb.com/positions/6456303?gh_jid=6456303,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6854729,"Staff iOS Engineer, Guest & Host",Engineering,Remote United States,https://careers.airbnb.com/positions/6854729?gh_jid=6854729,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6764143,"Staff Machine Learning Engineer, AI Experience ",Engineering,United States,https://careers.airbnb.com/positions/6764143?gh_jid=6764143,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6838683,"Staff Machine Learning Engineer, AI Translation",Engineering,United States,https://careers.airbnb.com/positions/6838683?gh_jid=6838683,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7116975,Staff Machine Learning Engineer - Community Support Engineering,Engineering,Remote - USA,https://careers.airbnb.com/positions/7116975?gh_jid=7116975,2025-08-14T14:15:39-04:00,22-08-2025
Airbnb,7121624,"Staff Machine Learning Engineer, Payments",Engineering,United States,https://careers.airbnb.com/positions/7121624?gh_jid=7121624,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7103016,"Staff Machine Learning Engineer, Trust",Engineering,United States,https://careers.airbnb.com/positions/7103016?gh_jid=7103016,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7116229,Staff Policy Economist,Legal & Compliance,United States,https://careers.airbnb.com/positions/7116229?gh_jid=7116229,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7158734,"Staff Security Engineer, Data Security",Engineering,United States,https://careers.airbnb.com/positions/7158734?gh_jid=7158734,2025-08-13T17:28:25-04:00,22-08-2025
Airbnb,6456620,"Staff Security Engineer, EMEA",Engineering,United Kingdom,https://careers.airbnb.com/positions/6456620?gh_jid=6456620,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7081653,"Staff Software Engineer, AI Enablement ",Engineering,United States,https://careers.airbnb.com/positions/7081653?gh_jid=7081653,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6915455,Staff Software Engineer - AI Systems ,Engineering,United States,https://careers.airbnb.com/positions/6915455?gh_jid=6915455,2025-08-12T11:59:34-04:00,22-08-2025
Airbnb,7064917,"Staff Software Engineer, Analytics Infrastructure",Engineering,United States,https://careers.airbnb.com/positions/7064917?gh_jid=7064917,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6580579,"Staff Software Engineer, Checkout",Engineering,United States,https://careers.airbnb.com/positions/6580579?gh_jid=6580579,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6448191,"Staff Software Engineer, Community Support Engineering",Engineering,China,https://careers.airbnb.com/positions/6448191?gh_jid=6448191,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7127885,"Staff Software Engineer, Community Support Engineering(Product)",Engineering,China,https://careers.airbnb.com/positions/7127885?gh_jid=7127885,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7095225,"Staff Software Engineer, Data Engineering",Engineering,United States,https://careers.airbnb.com/positions/7095225?gh_jid=7095225,2025-08-13T14:34:12-04:00,22-08-2025
Airbnb,7094964,"Staff Software Engineer, Data Warehouse Compute",Engineering,Remote USA,https://careers.airbnb.com/positions/7094964?gh_jid=7094964,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7090672,"Staff Software Engineer, Distributed Transactional Database",Engineering,United States,https://careers.airbnb.com/positions/7090672?gh_jid=7090672,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7070086,"Staff Software Engineer, GenAI Systems",Engineering,United Stated ,https://careers.airbnb.com/positions/7070086?gh_jid=7070086,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6886222,"Staff Software Engineer, Growth Platform",Engineering,"San Francisco, CA",https://careers.airbnb.com/positions/6886222?gh_jid=6886222,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7128674,"Staff Software Engineer, Guest Displays & Platforms ",Engineering,United States,https://careers.airbnb.com/positions/7128674?gh_jid=7128674,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6718415,"Staff Software Engineer, Guest & Host",Engineering,Remote USA,https://careers.airbnb.com/positions/6718415?gh_jid=6718415,2025-08-20T11:14:57-04:00,22-08-2025
Airbnb,7058464,"Staff Software Engineer, Guest & Host",Engineering,China,https://careers.airbnb.com/positions/7058464?gh_jid=7058464,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6741839,"Staff Software Engineer, Guest & Host - Pricing Guidance Team",Engineering,"Remote, USA",https://careers.airbnb.com/positions/6741839?gh_jid=6741839,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6580069,"Staff Software Engineer, HotelTonight",Engineering,"San Francisco, CA",https://careers.airbnb.com/positions/6580069?gh_jid=6580069,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6871719,"Staff Software Engineer, Integrated Knowledge Management (RAG)",Engineering,Remote - USA,https://careers.airbnb.com/positions/6871719?gh_jid=6871719,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7097696,"Staff Software Engineer, Knowledge Graph",Engineering,Remote USA,https://careers.airbnb.com/positions/7097696?gh_jid=7097696,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7009541," Staff Software Engineer, Online Database Infrastructure - Ingestion ",Engineering,United States,https://careers.airbnb.com/positions/7009541?gh_jid=7009541,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6996864,"Staff Software Engineer, Performance ",Engineering,Remote - USA,https://careers.airbnb.com/positions/6996864?gh_jid=6996864,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,5667237,"Staff Software Engineer, Reliability Engineering",Engineering,"San Francisco, CA",https://careers.airbnb.com/positions/5667237?gh_jid=5667237,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7095020,"Staff Software Engineer, Search Infrastructure",Engineering,Remote USA,https://careers.airbnb.com/positions/7095020?gh_jid=7095020,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7031897,"Staff Software Engineer, Secure Development Engineering",Engineering,Remote - USA,https://careers.airbnb.com/positions/7031897?gh_jid=7031897,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6979138,"Staff Software Engineer, Tax Platform",Engineering,United States,https://careers.airbnb.com/positions/6979138?gh_jid=6979138,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7116604,"Staff Software Engineer, Trust",Engineering,"Remote, USA ",https://careers.airbnb.com/positions/7116604?gh_jid=7116604,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7093737,"Staff Systems Engineer, Infrastructure, BizTech",Engineering,United States,https://careers.airbnb.com/positions/7093737?gh_jid=7093737,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7169572,"Staff Technical Program Manager, Reliability & Observability",Product,United States,https://careers.airbnb.com/positions/7169572?gh_jid=7169572,2025-08-14T18:31:27-04:00,22-08-2025
Airbnb,7171618,Strategic Implementation and Process Optimization Manager,,United States ,https://careers.airbnb.com/positions/7171618?gh_jid=7171618,2025-08-19T10:41:02-04:00,22-08-2025
Airbnb,6988176,Strategic Partnerships & Business Development Lead,Sales & Partnerships,Spain,https://careers.airbnb.com/positions/6988176?gh_jid=6988176,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6338823,"Strategy and Business Growth Lead, Experiences",Marketing,United States ,https://careers.airbnb.com/positions/6338823?gh_jid=6338823,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7170926,"Supervisor, Premium Support (Spanish)",Customer Support,Canada,https://careers.airbnb.com/positions/7170926?gh_jid=7170926,2025-08-15T12:48:34-04:00,22-08-2025
Airbnb,6595267,"Tech Lead Manager, Engineering - Guest & Host",Engineering,"Remote, USA",https://careers.airbnb.com/positions/6595267?gh_jid=6595267,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6752810,"Technical Staff Security Program Manager, Data Security",Product,United States,https://careers.airbnb.com/positions/6752810?gh_jid=6752810,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7134870,Technology Contracts Manager,Legal & Compliance,United States ,https://careers.airbnb.com/positions/7134870?gh_jid=7134870,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,7119477,Training Insights Specialist,Engineering,"Gurugram, India",https://careers.airbnb.com/positions/7119477?gh_jid=7119477,2025-08-07T13:14:03-04:00,22-08-2025
Airbnb,6978793,Workforce Intelligence Manager,,"San Francisco, United States ",https://careers.airbnb.com/positions/6978793?gh_jid=6978793,2025-08-20T16:33:02-04:00,22-08-2025
Airbnb,7122240,Writing Operations Lead,Operations,United States,https://careers.airbnb.com/positions/7122240?gh_jid=7122240,2025-08-21T00:13:22-04:00,22-08-2025
